,1,2,3,4,5,6,7,8,9,10,11,12
20080215__star_2,False,False,False,True,False,False,False,False,False,False,False,False
20080222__star_1,False,False,False,False,False,False,False,True,False,False,False,False
20080222__star_2,False,False,False,False,False,False,False,False,True,False,False,False
20080229__star_1,False,False,False,False,False,False,False,False,True,False,False,False
20080229__star_2,False,True,False,False,False,False,False,False,False,False,False,False
20080307__star_1,False,False,False,False,False,True,False,False,False,False,False,False
20080307__star_2,True,False,False,False,False,False,False,False,False,False,False,False
20080314__star_1,False,False,False,True,False,False,False,False,False,False,False,False
20080314__star_2,False,False,False,False,False,False,False,True,False,False,False,False
20080321__star_1,False,False,False,False,False,True,False,False,False,False,False,False
20080321__star_2,False,False,False,True,False,False,False,False,False,False,False,False
20080328__star_1,False,False,True,False,False,False,False,False,False,False,False,False
20080328__star_2,False,False,False,False,False,True,False,False,False,False,False,False
